Name,Smile,AKTIP,BCL_XL,BCL_XL_SS,ENE_A9,EWSR1,FGFR,Glutamine_RS,HBV,HIV_SL3,KLF6_mut,KLF6_wt,MALAT1,NRAS,PreQ1,Pre_miR_17,Pre_miR_21,Pre_miR_31,Pro_mut,Pro_wt,RRE2B_MeA,RRE2B,SAM_ll,TPP,TERRA,ZTP,Zika3PrimeUTR,Zika_NS5
5655427,[H]N([H])c1nc(n[nH]1)SCCCCCCCCC,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0,0.0,1.0,0.0,0
5661128,CC(C12CC3CC(CC(C3)C2)C1)NCc1nc2ccccc2n1C,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5661401,C(c1ccccc1)Oc1ccc(cc1)C1Nc2cccc3cccc(c23)N1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,1.0,0.0,0
5664-0398,Cc1ccc(cc1)C(CCNCc1ccc(cc1)OC)c1ccco1,0,0,1.0,0.0,0,0,0.0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5673493,C1CN(CCN1)c1cc(ccc1[Cl])[N+]([O-])=O,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5688029,COc1cc(c(cc1NC(C(NCCN1CCNCC1)=O)=O)OC)[Cl],0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,1.0,0.0,0
5689-0049,CC(c1ccccc1)NC(CC(C)=C)c1ccco1,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5689-0111,CC(=C)CC(c1ccc(cc1)OC)NCc1ccco1,1,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5689-0133,C(c1ccco1)Nc1cccc(c1)[Cl],0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5689-0140,C=CCC(c1ccco1)Nc1ccc(cc1)F,0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5689908,C(=Cc1ccc(cc1[Cl])[Cl])C(c1cccc(c1)N)=O,0,0,0.0,0.0,0,0,,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0,0.0,0.0,0.0,0
5695-0967,CCOC(c1cnc2c(cccc2c1Nc1cc(C)ccc1O)C(F)(F)F)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5695-0979,CCOC(c1cnc2c(cccc2c1Nc1ccc(cc1)N(C)C)C(F)(F)F)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5695-1044,CCOC(c1cnc2c(C)c(ccc2c1NCCN(C)C)[Cl])=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
5705429,CC12CC(C)(CNC1)CN(Cc1ccc(cc1)[Br])C2.C(=CC(O)=O)C(O)=O,0,0,0.0,0.0,0,1,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5705994,CN1CCc2c(c3ccccc3nc12)NC(CNCCc1ccc(c(c1)OC)OC)=O.C(C(O)=O)(O)=O,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5717805,Cc1ccc(C(NCCNc2ccc(cc2[N+]([O-])=O)[Cl])=O)o1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,0.0,0.0,0
5718973,C(C(Cn1c2ccccc2c2ccccc12)O)NNC(c1ccccc1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,1
5728369,CC(C)(C)CC(C)(C)NCC(Nc1c2CCCc2nc2ccccc12)=O,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5728434,COC(CCCCC1C(C(CS1)N)N)=O.[Br].[Br],0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,1
5728614,CCCCNCCOc1ccccc1OCC.C(C(O)=O)(O)=O,0,0,0.0,0.0,1,0,,0,0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
5728895,CC(C)(C)NCCOc1ccc(cc1)[Br].[Cl],0,0,0.0,0.0,1,0,,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5729988,Cc1ccc(c(c1)[Cl])OCCNC(C)(C)C.[Cl],1,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
5734218,CCCCNCCOc1ccccc1F.C(C(O)=O)(O)=O,1,0,0.0,0.0,1,0,,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
5734342,Cc1cc(ccc1OCCNCCCOC)[Cl].C(C(O)=O)(O)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,1
5769-0121,Cc1ccc(cc1)NC1CS(C=C1)(=O)=O,0,0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
57802088,C1CCN(CCN)C(C1)CCc1cccs1,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
57806214,C(Cc1cccnc1)C(N1Cc2cnn(CCO)c2C1)=O,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,1,0.0,0,0.0,,,0
5784,NC(NC(c1ccccc1)=O)=S,0,0,0.0,1.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
5784-1967,C1CCN(CC1)c1ccccc1N,0,0,0.0,0.0,0,0,0.0,0,0,1,1,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5789137,CC1=Nc2ccccc2C(N1CCNc1cccc2ccccc12)=O,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
5789166,CC(c1ccc(cc1)N)=NNC(c1cc(c2ccc(cc2)OC)n[nH]1)=O,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
57904729,CCCN(CCC)Cc1ccc(cc1)C(N1CCOC(CCN)C1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
5791299,CC(c1ccc(cc1)N)=NNC(c1cc(C23CC4CC(CC(C4)C3)C2)n[nH]1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0
5796654,[H]N([H])c1c(C#N)c(C(=Cc2cc3ccccc3nc2N2CCCCC2)C#N)nn1c1ccccc1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
57980040,CCNC(Cc1ccc(cc1)c1cc2CC(CN)Oc2c(c1)[Cl])=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0.0,0.0,0.0,0
58024175,C(c1ccc(cc1)c1ccccc1)NC([C@@]12CNC[C@H]2CNC1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0.0,0.0,0.0,0
58070293,C1Oc2ccc(cc2O1)c1cc(c(C#N)c(N)n1)c1ccco1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
5808034,C(CN1CCOCC1)C(Nc1ccc(cc1C(c1ccccc1)NCC(NN)=O)[Br])=O,0,0,1.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,0.0,0.0,0.0,1
58209539,C1CC1c1nc2ccccc2n1CC(NCc1cc2CNCCn2n1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
58315365,Cc1nc2CNCCc2c(NCCOCc2ccc(cc2)[Cl])n1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
58321198,CCc1nc2CCN(CCc2c(N[C@H](C)c2ccccc2)n1)C(CN)=O,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5836,CC(C)(C=C(C)N1c2c(ccc(S(O)(=O)=O)c3)c3ccc2)NC1=S,0,0,0.0,1.0,0,0,,0,0,0,0,1,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
58419779,C(CNC(c1cn(CCN)nn1)=O)c1csc(c2cccnc2)n1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
5847-0398,CCCOc1ccccc1Nc1c2ccccc2nc(C(=O)OCC)n1,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5864844,C(C(Cn1c2ccc(cc2c2cc(ccc12)[Br])[Br])O)NCc1ccco1,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,1.0,0.0,0
5868-0480,[H]N(Cc1cc(c(c(c1)[Cl])OCC(N)=O)OC)c1ccc(cc1)N1CCOCC1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,0.0,0.0,0
5868-0785,COc1cc(CNc2nccs2)cc(c1OCc1ccc(cc1)F)[Br],0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5878848,CCn1c2ccccc2c2cc(CN3CCNCC3)ccc12,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
58789773,C(CN)c1nc(c2ccccc2n1)NCc1cn[nH]c1c1cccs1,0,0,,,1,0,,0,0,0,0,0,0.0,0,,,,,,0,0,1.0,0,0.0,,,0
58803915,C(CCO)CN(Cc1ccccc1)c1c2ccccc2nc(CCN)n1,0,0,,,1,0,,0,0,0,0,0,0.0,0,,,,,,0,0,1.0,0,0.0,,,0
5882347,Cc1c(C)nc2cc(ccc2n1)NC(NCCCO)=S,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
58902615,Cc1cc(nc(N)n1)N1CCN(CC1)C(CCc1cc2CNCCn2n1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
58907,CCCCCn1c(NC(N)=NC2=S)c2nc1,0,0,0.0,1.0,0,1,,0,0,1,0,1,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,1.0,0
58951723,COc1c(cc(cc1[Cl])c1cn(CCN2CCNCC2)nn1)F,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
58975776,CNC(c1cc(ccc1[Cl])c1ccccc1CO)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
59025931,Cc1c2c(nc(CCN)nc2sc1C)N(CCN(C)C)Cc1ccccc1,0,0,,,0,0,,0,0,0,0,0,1.0,0,,,,,,0,0,1.0,0,1.0,,,0
59041258,CC(C)CCn1c(CNC(C2CC3(CCNCC3)CN2)=O)nc2cccnc12,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
5921-0098,CCCCc1c2COC(C)(C)Cc2c(C#N)c(NCCN2CCOCC2)n1,0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5924771,C(c1ccccc1)c1ccccc1OCCN.[Cl],0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
5926-0040,Cc1ccc2c(c1)c1CCCC(c1n2CC(CN1CCCCCC1)O)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
5926434,Cc1c(cccc1[Cl])NCCC(c1ccc(cc1)[Br])=O,0,0,0.0,0.0,0,1,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5927-0146,Cc1ccc(cc1)c1nc(CNc2cccc(c2)[Cl])on1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
5936315,CC1(C)CC(CCO1)C(CCNCc1ccc(cc1)N(C)C)c1ccccc1,0,1,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1
5968142,c1cc(ccc1c1cn2ccsc2n1)N,1,1,1.0,0.0,1,0,,0,0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
5979-0417,C1CCCC(CC1)N1CCC(CC1)N1CCN(CC1)CCO,0,0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
5989-2455,Cc1ccc2c(c1)c1CCCC3c1n2CCN3CC(CN1CCCCC1)O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
5993-2954,CN1C(N(C)c2cc(ccc12)C1C(C#N)=C(N)Oc2c1ccc1ccccc12)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6000-2112,CCN1C(=C(C(NCC=C)=O)SC1=S)N,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
60244866,CC(C)CN1CCC(CC1)NCCNc1ccncc1C,1,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
60266,CCOC(C1=CNC(SCC)=NC1=O)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,1.0,0
60339,O=C(c(cc1)cc(Cl)c1C(Nc(cc1)ccc1C1=NCCN1)=O)Nc(cc1)ccc1C1=NCCN1,0,1,1.0,0.0,1,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,1.0,0
6043-0005,C(=Cc1nc(c2ccccc2O)nc(N)n1)c1ccc(cc1)[Br],0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
6043-0010,Cn1cc(C=Cc2nc(c3ccccc3O)nc(N)n2)c2ccccc12,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6043920,CCN1CCN(CC1)CC(COc1ccc(CC=C)cc1OC)O.[Cl].[Cl],1,0,1.0,0.0,0,0,,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
6044718,Cc1ccc(c(C)c1)OCC(CN1CCN(CC1)CCN1C(c2cccc3cccc(C1=O)c23)=O)O.[Cl].[Cl],0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1
6044923,COc1ccc(cc1)C1CC2=C(C(c3c[nH]c4ccccc34)Nc3ccccc3N2)C(C1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6046571,COc1cc(CC=C)ccc1OCC(CN1CCC(CC1)Cc1ccccc1)O.[Cl],0,0,0.0,0.0,0,0,,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,0.0,1.0,0
6049774,C1CN(CCN1CCN1C(c2cccc3cccc(C1=O)c23)=O)CC(COc1ccc2c(c1)OCO2)O.[Cl].[Cl],0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.0,0.0,0.0,0
6051011,c1ccc2c(c1)cc1cnc3c(c(N)n[nH]3)c1n2,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1.0,0.0,0.0,1
60548,OC(Cc(sc(O)n1)c1O)=O,0,0,0.0,1.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,1
6071619,C(C(COc1ccc(cc1)c1ccc(C#N)cc1)O)N(Cc1ccccc1)Cc1ccccc1,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6075116,Cc1cc(N)n(c2ccc(c(c2)S(O)(=O)=O)Oc2ccccc2)n1,1,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
6117-0178,CN(C)c1ccc(CNC2CCCCC2)cc1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1
6131187,CCCOC(c1c(csc1N)c1ccc(c(c1)OC)OC)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1
6132195,C1CCCCCc2c(CCCC1)c(C(N)=O)c(N)s2,0,0,1.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,0.0,0.0,0.0,1
6134473,C(C(N1c2ccccc2Sc2ccccc12)=O)Sc1nnc(N)s1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0
6143874,CS(N(CC(Cn1c2ccc(cc2c2cc(ccc12)[Cl])[Cl])O)c1ccccc1)(=O)=O,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
61642,Nc(cc1)ccc1-c(nc12)c(-c(cc3)ccc3N)nc1nc(N)nc2N,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,,0.0,0.0,0
6171761,C1CN(CCN1)c1cccc2C(c3ccccc3C(c12)=O)=O,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6197-4999,[H][N+](CCO)=C1C=C(c2ccccc2)Oc2ccc(C)cc12,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
6212-0073,CCC(CO)NCC(Cn1cnc2c1C(N(C)C(N2C)=O)=O)O,0,1,0.0,0.0,1,0,0.0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6228-0261,C1CCCN(CC1)CC(COc1ccccc1)O,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6233-1975,C(c1c(cc(c2ccc(cc2)F)nc1N)c1cccnc1)#N,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0,0.0,0.0,0.0,0
6233-2517,C(c1c(cc(c2ccc(cc2)[Br])nc1N)c1ccco1)#N,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,1.0,0.0,0
6253-0696,Cc1ccc2c(c1)SC(=Cc1ccc[n+](C)c1)N2CCO,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0,0
6253-0703,Cc1ccc2c(c1)SC(=Cc1ccc[n+](CCO)c1)N2C,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
6254-0021,CCSCCC(C(O)=O)NC1CC(C)(C)CC(C=1)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1
6321-0485,CCOc1ccccc1[C@H]1C[C@@H](c2ccc(cc2)F)Nc2nc(N)nn12,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6357130,C(C(c1ccc(cc1)[Br])=O)Sc1nnc(N)[nH]1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6359-0041,C1CCCN(CC1)Cc1nc(N)nc(Nc2ccc(cc2)F)n1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1,1.0,1.0,0.0,0
6372845,CCCCSc1nc2c(c3cc(ccc3NC3(CCCC3)O2)[Br])nn1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
6383-0838,Cc1ccc(cc1)S(Nc1ccccc1CNc1cc2ccccc2nc1)(=O)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6401418,C(CNCC(CN1c2ccccc2Sc2ccccc12)O)c1ccccc1.C(C(O)=O)(O)=O,0,0,1.0,0.0,1,0,,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6401887,Cc1c2ccccc2n(CC(CNCCCO)O)c1C.C(C(O)=O)(O)=O,0,0,1.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6408-0058,[H]N(Cc1cccc(c1)[Br])c1ccc(cc1)N(C)C,0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6408-0223,[H]N(Cc1cc(c(c(c1)[Cl])OCc1cccs1)OCC)Cc1cccnc1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,0.0,0.0,0.0,0
6409737,C1CN(CCN1CC(CN1c2ccccc2Sc2ccccc12)O)Cc1ccccc1.C(C(O)=O)(O)=O,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
6415-0035,CCOc1cc(CO)cc(c1OCc1ccc(cc1)C(O)=O)[Br],0,0,0.0,1.0,0,0,1.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,1.0,0.0,0
6415-0097,C(c1cc(ccc1OCc1ccc(cc1)C(O)=O)[Cl])O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
6431640,CCCOc1ccc(cc1)c1cnc(nc1N)S,0,0,1.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
6432111,C(c1ccco1)NC1C(c2cccc3cccc1c23)NS(c1ccc(cc1)[Cl])(=O)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,1.0,1.0,0
6435135,C(c1ccc2c(c1)OCO2)Nc1cccc(c1)C(Nc1cccc2ccccc12)=O,0,0,0.0,0.0,0,1,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
